Title,UID,Year,Series,Non-theatrical name (P53),aka,Type,sound/silent,BFI Identifier,BFI link,BFI synopsis,producer,Director,camera/photographer,editor,narrator,Consultant,story,music,gifford_desc,gifford_code,length,Comments,format,Related,From field: Related,Screenings,Sources,Images,Qcodes,BIF_catalogue_1926
The May-Fly ,SON_0035,1923,Secrets Of Nature,,The Mayfly,Film,silent,19407,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027602,The life cycle of the may-fly. (NFA Catalogue),,,,W. P. Pycraft,,,,,,,,"For regent. Film Daily review, Dec 30",,,,,"A Hertfordshire stream, where the may-fly abound; eggs dropped by female in flight hatch into larvae; they are stalked and eaten by passing fish. Alarva in full growth is then shown; it endeavours to burrow into the bed of the stream but is betrayed by the movement of its breathing organs and is attacked by moorhens. The pupa stage is then shown, followed by shots of ducks gobbling them up. The pupa below water, works loose from its skin and makes for the surface; in less than five seconds it changes into a beautiful fly. Other flies are eaten by fish ; one escapes to rest awhile and is snapped up by birds; the sedge-warbiers, a grasshopper and a chiff-chaff take their toll. The pupa casts off its waterproof skin and emerges a complete fly. In one day the female mates, lays her eggs, and then dies.",,,"In all the stages of its life the Mayfly is defenceless, and its existence is one long struggle to escape its enemies. As larvae, fish find Mayflies edible; as pupae, they fall a prey to ducks; as water-flies, they are hunted by birds; and if, after two years’ struggle to survive, the complete fly emerges, it lives only for few hours."
The Stickleback ,SON_0036,1923,Secrets Of Nature,,,Film,silent,19413,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027608,The life cycle of the stickleback. (NFA Catalogue),,,F. Percy Smith,,,,,,,,,"For Regent. Film Daily review of U.S. release, December 30",,,,,"A river, a typical home of the three-spined stickleback; a colony of sticklebacks beneath the water. A male stickleback finds a suitable spot and builds a nest on the bed of the stream. He then coerces and entices females to enter and lay their eggs, whilst he mounts guard to prevent the females from eating them when laid two other females are persuaded to add to the store. The eggs are seen through a hole in the nest; the stickleback repels intruders; a newt making its way to the nest is carefully watched and finally repelled; a caddis worm is ejected. The eggs begin to show signs of life; the newt returns to the charge and is again repelled; the eggs hatch; close shot of young fish; they are kept from straying; later they swim out- side the nest watched by the male stickleback, until they are able to look after themselves.",,,"The male stickleback is a devoted parent: he takes on all the duties of a family. He builds a nest, attracts females to lay their eggs in it, guards the eggs, keeps fresh water running over them, and finally acts as a nurse for three months until the young can fend for themselves."
The Story Of Westminster Hall ,SON_0037,1923,Secrets Of Nature,,The Death-Watch Beetle,Film,silent,19416,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027611,This film traces the history of Westminster Hall and illustrates the salient architectural features. Shots include the order of King Richard II for a new roof (130-161); the larvae of the death watch beetle digging into its timbers (400-476); a close shot of the beetle (476-509) and the damage caused (622-661). The remainder of the film gives architectural details of reconstruction and concludes with the Opening of the Garter Hall by King George V and Queen Mary (938-999). (NFA Catalogue),,Frank Baines,,,,,,,,,,Actually about a cathedral rather than nature ,,,,,This film traces the history of Westminster Hall and illustrates its salient architectural features. The order of King Richard II for a new roof; the larvae of the death-watch beetle digging into its timbers; a close shot of the beetles and the damage caused. The rest of the film gives architectural details of reconstruction and concludes with the opening of the great hall by King George V and Queen Mary. ,,,
A Fly Fisher's Festival ,SON_0038,1923,Secrets Of Nature,,Trout Fishing,Film,silent,19396,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027591,"INSTRUCTIONAL. A series of shots of a man's day of trout-fishing beside a lovely Sussex stream, and the antics of his two children (840 ft). (Shotlist)",,,,George Southcote,,,,,,,,,,,,,"A series of shots of a man's day of trout-fishing beside a lovely Sussex stream, and the antics of his two children.",,,
Cabbages And Things ,SON_0039,1923,Secrets Of Nature,,,Film,silent,19391,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027586,"NATURAL HISTORY. The life-cycle of the Cabbage White Butterfly. Main titles (5). Close-up of Cabbage White butterfly and eggs on underside of cabbage leaf (59); a cluster of eggs (82). Ichneumon flies examine eggs (114); they pierce the shell and lay their own inside (144); the butterfly eggs hatch (200); the larvae begin to eat (220); close-up of one feeding on cabbage leaf (635); a swarm of caterpillars eating (255); all that was left of the cabbage after three days (271). Ichneumon flies pierce the skins of caterpillars and lay their eggs inside (311). Full-grown caterpillar leaves the cabbage and changes to a chrysalis (482); a caterpillar which has been stung by Ichneumon makes an attempt to spin its foundation lines but is too weak (504); Ichneumon grubs begin to hatch out (542) and spin themselves a cocoon (570). A pupa that has escaped the attention of the Ichneumon suddenly bursts and the butterfly crawls out (652); the wings expand to their full size (697) and the butterfly flys off, searching flowers for honey and a suitable place to lay eggs (732). ""The End"" (733ft). (Shotlist)",,,,,,,,,,,,For Regent. Cabbage Butterfly & Ichneumon Flies.,,,,,"A cabbage butterfly and eggs. Ichneumon flies examine eggs, pierce the shell and lay their owninside. The butterfly eggs hatch; the larvae begin to eat; a swarm of caterpillars eating. Ichneumon flies pierce the skin of caterpillars and lay their eggs. A caterpillar changes to a chrysalis; a caterpillar which has been stung by Ichneumons makes an attempt to spin but is too weak. Ichneumon grubs begin to hatch out and spin themselves a cocoon. Apupa that has escaped the attention of the Ichneumon suddenly bursts and the butterfly crawls out; the wings expand to their full size and the butterfly flies off, searching flowers for honey and asuitable place to lay eggs.",,,"Only 20 out of 1,000 eggs laid by the Large White Cabbage Butterfly evert develop into butterflies. We realise the reason why as we watch the drama enacted between the caterpillars and the Ichneumon flies."
Crabs And Camouflage,SON_0040,1923,Secrets Of Nature,,,Film,silent,19392,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027587,"INSTRUCTIONAL. Crab, with close shot of claws (64) followed by shots of a lobster (122); a crawfish (163); a Spider crab (204) and offspring (214); Galathea (268); a crawfish camouflaging itself with rocks and seaweed (347); a Velvet Fiddler, or Devil Crab (378); the Masked Crab, burying itself (434); the Maia Crab (842 ft). (Shotlist)",,,,Marine Biological Association,,,,,,,,For Regent. ,,,,,"Crab, with close shot of claws; a crawfish; spider crab; and babies; galthea; a velvet fiddler, or devil crab; the masked crab, burying itself; the maia crab.",,,"Shell-fish are appreciated as delectable morsels, under the sea as well as out of it. They have to resort to strange and original ways of protecting themselves, as is shown by these pictures of Lobsters, Crawfish, and various species of Crabs."
Fear!,SON_0041,1923,Secrets Of Nature,,Fear,Film,silent,19395,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027590,INSTRUCTIONAL. The snake pit of the Zoological Gardens is first shown and the reaction of the adult audience when a snake is held towards them (17); the head of the snake is then shown (55) followed by a close-up of its fangs (85). A Boa-constrictor is teased with a keeper's cap and eventually coils itself around it (133); a Reticulated python is shown in slow motion striking at and enfolding a dead pigeon (192). The reaction of the following animals and birds to snakes is then shown: Rabbit (225); Macaw (282); Domestic fowl (305); Ostrich (324); Sheep (355); Lemur (380); Elephant (416); Monkeys (459). To de- termine whether curiosity will overcome fear a basket of bananas is placed in the monkeys' compound (526) followed by a basket containing a snake (526). The film concludes with shots of the reactions of a baby Chimpanzee (683); a baby Orang (716) and two human children (754 ft). (Shotlist),,,,F. Martin Duncan,,,,,,,,,,,,,"The snake pit ofthe Zoological Gardens and the reaction of the adult audience when a snake is held towards them; the head of the snake; its fangs. A boa constrictor is teased with a keeper's cap and eventually coils itself around it; a reticulated python is shown in slow motion striking at and enfolding a dead pigeon. The reaction of the following animals and birds to snakes is then shown: rabbit macaw; domestic fowl; ostrich; sheep; lemur; elephant; monkeys. To determine whether curiosity will overcome fear, a basket of bananas is placed in the monkey's compound, followed by a basket containing a snake. The film concludes with shots of the reactions of a baby chimpanzee; a baby orangutan and two human children.",,,"Snakes and their method of attack. The effect of snakes on various creatures such as the Macaw, Domestic Fowl, Ostrich, Sheep, Lemur, Elephant and Monkey, shows that while domestic animals have lost their fear of snakes, wild animals still retain it."
The Hunting Spider ,SON_0042,1923,Secrets Of Nature,,Hunting Spider,Film,silent,19403,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027598,The life cycle of hunting spiders. (NFA Catalogue),,,,W. P. Pycraft,,,,,,,,,,,,,"Female in close-up; the male; the male casts its skin, catches a fly, wraps it in silk and offers it to a female as a love-offering; after the first refusing it she finally accepts the offering. After mating the female weaves a cocoon, fills it with eggs and carries it about with her. The cocoon is opened, showing the eggs inside. She makes a platform on which to dry the eggs; the eggs hatch and the young spiders emerge. The mother spins a silken chamber to protect her young and mounts guard; the interior ofthe chamber is shown. The mother bites exits in the chamber and leaves it; the young spiders emerge; they throw out silken threads, which, carried away by the wind, fasten themselves to a projectile, forming a bridge on which the youngsters travel and disperse.",,,"This film gives unique pictures of a spider’s nest, and shows a spider preparing a platform in the sun upon which it places the cocoon. Within, the young spiders hatch and discard their first coats, and when the time is ripe their mother releases them from the nursery by biting her way through their silk covering."
The Gannet ,SON_0043,1923,Secrets Of Nature,,,Film,silent,19399,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027594,"INSTRUCTIONAL. The ship approaches Ailsa Craig (46). Shots follow of a colony of Guillemots at the base of the Craig (68), Puffins (91) and Kittiwakes (115). Gannets are shown on the cliff face (155) and two photographers climb the cliff to the top and one descends by rope to a suitable site to photograph them (322). Shots follow of a Gannet on a nest (344); eggs (365); five stages in the growth of a young gannet (434); the young gannet with its parent (456) and abandoned by its parents, with bodies of young gannets who have not survived abandonment on the beach (481). A study in slow motion of the birds in flight on the cliff face follow (556); the photographer scales the cliff face (573) and obtains a picture of a gannet at close quarters (602). He returns to the top of the cliff by rope (650); the mother gannet settles on her nest (677) and the boat departs from the Craig (707 ft). (Shotlist)",,Oliver G. Pike,,W. P. Pycraft,,,,,,,,,,,,,"The ship approaches Ailsa Craig. A colony of guillemots at the base of the
Craig; puffins and kittiwakes. Gannets are shown on the cliff face and two photographers climb the cliff to the top and one descends by rope to a suitable site to photograph them. A gannet and eggs; five stages in the growth of a young gannet; the young gannet with its parent; abandoned by its parents, with bodies of young gannets whohave not survived abandonment. Astudy in slow motion of the birds in flight; the photographer scales the cliff face and obtains a picture of a gannet at close quarters. He returns to the top of the cliff; the mother gannet settles on her nest and the boat departs from the Craig.",,,"Ailsa Cragg, at the mouth of the Clyde, is the haunt of sea-birds. Here we are introduced to the Guillemot, the Puffin and the Gannet or Solar Goose. We watch the stages of development in the latter, from the egg to the full-grown bird. The Gannet’s mastery of flight is shown by slow-motion photography."
A Fowl Story ,SON_0044,1923,Secrets Of Nature,,,Film,silent,N-9645896,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090787,"“This film deals with the life history of the domestic fowl: hatching of egg, growth and development of chicken, feeding, broody period, etc.” (Synopsis)",,E. Warneford,,,,,,,,,,,,,,,,,,"This film deals with the life history of the domestic fowl: hatching of egg, growth and development of chicken, feeding, broody period, etc."
Dinner-time At The Zoo ,SON_0045,1923,Secrets Of Nature,,,Film,silent,N-9645898,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090789,"“We tour the Zoo at feeding-time, and make the acquaintance of the Lion, Hyena, Hippopotamus, Zebra, Elephant, Mountain Sheep, Tortoise, Kinkajou, Hornbill, Brown Bear, Lizard, Polar Bear and Alligator.” (Synopsis)",,,Jack Parker,,,,,,,,,,,,,,,,,"We tour the Zoo at feeding-time, and make the acquaintance of the Lion, Hyena, Hippopotamus, Zebra, Elephant, Mountain Sheep, Tortoise, Kinkajou, Hornbill, Brown Bear, Lizard, Polar Bear and Alligator."
Summer,SON_0046,1923,Secrets Of Nature,,,Film,silent,295259,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150292136,Documentary on wild flowers and wild life. (Synopsis),,,,W. P. Pycraft,,,,,,,,,,,,,,,,"Brings to the screen some of the romance and beauty of summertime: the bee searches for gold in the flowers, the spider makes her home, the dragon-fly is transformed from a pupa into a thing of light and loveliness."
The Tale Of A Dog Fish ,SON_0047,1923,Secrets Of Nature,,,Film,silent,N-9645899,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090790,"“After watching the Dog Fish — or “Rock Salmon” — in its home under the sea, we set out with the fishermen in their trawlers, take part in the big “catch”, dispose of our haul in the fish market, and see two of the more fortunate Dog Fish safely lodged in the local aquarium.” (Synopsis)",,H. R. Hewer,Geoffrey Barkas,W. P. Pycraft,,,,,,,,,,,,,,,,"After watching the Dog Fish — or Rock Salmon — in its home under the sea, we set out with the fishermen in their trawlers, take part in the big catch, dispose of our haul in the fish market, and see two of the more fortunate Dog Fish safely lodged in the local aquarium."
The Tiger-Beetle ,SON_0048,1923,Secrets Of Nature,,The Tiger Beetle,Film,silent,19420,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027615,The life cycle of the tiger-beetle. (NFA Catalogue),,,,Maxwell Lefroy,,,,,,,,for Regent. ,,,,,"The larva ofthe tiger-beetle and a colony oflarvae. The larva digging a burrow it awaits at the entrance for unwary insects; a caterpillar is seized. Burrows of other larvae in the colony; a spider is caught and a centipede is seized by two larvae who tug for it. Alarva is then prodded to demonstrate its ferocity. When its time comes to change the larva closes its burrow, its only movementa twitching it changes to a pupa and later to a cream-coloured beetle. During winter it remains in its cell and again changes colour. When spring arrives it emerges and begins hunting; at the end of the day it digs a cell in which to pass the night.",,,"Life in a Tiger Beetle colony is a very ferocious business, and such intruders as the Caterpillar, the Centipede, and the Spider soon learn this to their cost. The process of reproduction in this species is of considerable interest."
The Wasp,SON_0049,1923,Secrets Of Nature,,Wasp,Film,silent,19421,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027616,The life cycle of the wasp. (NFA Catalogue),,,Jack Parker,Maxwell Lefroy,,,,,,,,for Regent,,,,,"The nest; the queen wasp at work; in each cell she deposits an egg; the egg develops into a grub. The queen searches for food and feeds the grubs; a hornet is
driven off from the food store. To avoid being mistaken for dead when they become pupae, the grubs weave silken covers; the grubs develop; the parent wasp enlarges the comb. Further development of grubs; the next stage reveals a wasp which gnaws its way out of the cell. The first wasps out arethe ""workers""; some attend to the young grubs, others enlarge the structure. As one comb becomes full another is added; view from below of a complete nest. The males and females mate; the remaining undeveloped larvae are slaughtered by the workers whom themselves then die. At the approach ofwinter a young queen hibernates.",,,"We are not wont to look upon the Wasp with favour, but, nevertheless, we shall not be able to refrain from admiration as we watch the skill and care which it expends upon the work of propagation."
Winter ,SON_0050,1923,Secrets Of Nature,,,Film,silent,19424,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027619,"Activity in the countryside during winter. The frost catches the leaves, which begin to fall (57), leaving the trees bare (81). The farmer feeds his sheep with hay (101). A hedgehog raids the farmyard (133); a dormouse feeds in the orchard and prepares itself for winter (208); the hedgehog hibernates (256). The farmer does his winter ploughing (306), and sows his seeds (318), which begins to grow (337). The ivy bursts into flower (374). The frost is seen on spiders' webbs (425); and on the branches of trees (440). Icicles form and the plough is frozen up (464). Snow falls (503), and beneath it the wheat begins to grow (522). January lambs precede (557) the thaw (572). Bulbs push up and the grass grows again (591). The wheat appears above the ground (615). The bees swarm from the hive (665). Spring lambs (744ft). (Shotlist)",,,,,,,,,,,,might not have been released but uploaded online by the British Film Institute ,,,,,"Activity in the countryside during winter. The frost catches the leaves, which begin to fall, leaving the trees bare. The farmer feeds his sheep with hay; a hedgehog raids the farmyard; a dormouse feeds in the orchard and prepares itself for winter; the hedgehog hibernates. The farmer does his winter ploughing and sows his seeds which begin to grow. The ivy bursts into flower; frost gathers on the spiders' webs and on the branches of the trees. Icicles form and the plough is frozen up. Snow falls and the thaw; bulbs push up and the grass grows again; the wheat appears above the ground. The bees swarm from the hive. The film closes with shots of spring lambs.",,,
Humble Friends ,SON_0051,1924,Secrets Of Nature,,,Film,silent,N-9645900,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090791,"“This pictures [sic] gives the life history of the ladybird, and shows what an ally the rose lover has in her, for she is an inveterate enemy of green fly. Similar good work is done by the Lacewing Fly and the Hover Fly.” (Synopsis)",,,,Maxwell Lefroy,,,,,,,,for Regent,,,,,,,,"This pictures [sic] gives the life history of the ladybird, and shows wat an ally the rose lover has in her, for she is an inveterate enemy of green fly. Similar good work is done by the Lacewing Fly and the Hover Fly."
Jack Daw ,SON_0052,1924,Secrets Of Nature,,,Film,silent,N-9645901,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090792,"“Jack’s home is in a church tower. Like all members of his family he is very curious, and the photographer catches him when he is up to mischief.” (Synopsis)",,,Charles Head,,,,,,,,,for Regent,,,,,,,,"Jack’s home is in a church tower. Like all members of his family he is very curious, and the photographer catches him when he is up to mischief."
Sea Breezes ,SON_0053,1924,Secrets Of Nature,,,Film,silent,19414,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027609,DEPICTS THE GRADUAL RISING OF A STORM AT SEA AND LIFE UNDER WATER (NFA Catalogue),,,,Marine Biological Association,,,,,,,,for Regent,,,,,"Depicts the gradual rising of a storm at sea and life under water. A pipefish is stalked and devoured by a John Dory; a hermit crab falls victim to an anemone; an octopus; some crabs, including hermit crabs in their shells ; a small crab being chased by a larger one. Three hermit crabs looking for homes. The film closes with a shot of a sailing ship entering a calm harbour.",,,"Depicts the gradual rising of a storm at sea, and its effect on the world beneath the waves: the adventures of Pipe Fish, John Dory, and three Hermit Crabs (Three Headstrong Hermits)"
Strange Friendships ,SON_0054,1924,Secrets Of Nature,,,Film,silent,19415,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027610,"Miss Gladys Callow, by her sympathetic manner of approach, has won the confidence of many wild animals and is seen at the zoo with her following of `friends'. (NFA Catalogue)",,,, F. Martin Duncan,,,,,,,,for Regent,,,,,"Miss Gladys Callow, by her sympathetic manner of approach, has won the confidence of many wild animals and is seen with her following ""friends"" at the Zoo: hippopotami, black hornbill, giraffes; bateleur eagle, golden eagle, fox, vulture; black bear, king vulture and African leopards. ",,,"Miss Gladys Callow at the Zoo, by her sympathetic manner of approach, has become friendly with many wild animals, and here are pictured some of the strange friendships that she makes."
The Stream ,SON_0055,1924,Secrets Of Nature,,,Film,silent,N-9645902,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090793,"“Shows life in and around a stream, and follows the stream’s divergent destiny when, at the “parting of ways”, one branch is deflected towards the mill and assists in its activities, while the other follows an even course, with nothing to disturb its tranquility but the wild life on its banks.” (Synopsis)",,,, W.P. Pycraft,,,,,,,,for Regent,,,,,,,,"Shows life in and around a stream, and follows the stream’s divergent destiny when, at the parting of ways, one branch is deflected towards the mill and assists in its activities, while the other follows an even course, with nothing to disturb its tranquility but the wild life on its banks."
Autumn,SON_0056,1924,Secrets Of Nature,,,Film,silent,19387,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027582,"INSTRUCTIONAL. A farmer ploughs his fields (53), the leaves fall from trees in a wood (22), waves dash against the cliff face (103) under lowering clouds (122); the shadows lengthen in the fields (139) and gulls follow the plough in search of food (173); the goldfinch feeds on thistle-seeds (201); wild roses have become berries (235) whilst boys raid the apple orchards (297); a leaf-cutter bee prepares its winter quarters (373) and the leaves of the chestnut wither (434); boys use its fruit to play conkers (466); a grey squirrel transports food from his store to his nest (527) watched by greedy wood-pigeons who search unsuccessfully for what he has hidden. (NFA Catalogue)",,,, W.P. Pycraft,,,,,,,,for Regent,,,,,A farmer ploughs his fields; the leaves fall from trees in a wood; waves dash against the cliff face under lowering clouds; the shadows lengthen in the fields and gulls follow the plough in search of food; boys raid the apple orchards and play conkers; a leaf-cutter bee prepares its winter quarters whilst a grey squirrel transports food from his store to his nest watched by greedy wood-pigeons who search unsuccessfully for what he has hidden.,,,"The mellow fruitfulness of Autumn is brought to the screen, together with the activities of the wild creatures that are getting ready for the winter."
Betty’s Day At The Zoo ,SON_0057,1924,Secrets Of Nature,,,Film,silent,19386,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027581,"INSTRUCTIONAL. Betty, who has no fear of animals, makes a tour of the Zoo with her mother and makes the acquaintance of a baby chimpanzee, a 7ft. snake, a giant tortoise, bears, ostriches, seals, elephants, a hippopotamus, flamingoes and an Orange. She hides from her mother in fun, gets lost, but is taken to the Office for Lost Children, where her mother finds her. (Shotlist)",,,E. Warneford,F. Martin Duncan,,,,,,,,for Regent,,,,,"Betty, who has no fear of animals, makes a tour of the Zoo with her mother and makes the acquaintance of a baby chimpanzee, a 7ft. snake, a giant tortoise, bears, ostriches, seals, elephants, hippopotamus, flamingos and an orang-utan. She hides from her motherin fun, gets lost, but is taken to the Office for Lost Children, wherelier mother eventually finds her.",,,"Betty, who has no fear of animals however strange, makes a tour of the Zoo with her mother, and penetrates into some very exclusive homes. She gets lost, but happily a stranger takes her to the Office for Lost Children, and all ends well."
The Grouse ,SON_0058,1924,Secrets Of Nature,,Grouse,Film,silent,19401,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027596,The Scottish mountains and moors; the grouse's nest and eggs. A keeper acts as guard to keep out predators. The eggs hatch out. Young dogs are trained to act as retrievers. The keeper brings home his bag. (NFA Catalogue),,Oliver G. Pike,Oliver G. Pike, W.P. Pycraft,,,,,,,,for Regent,,,,,Opens with shots of Scottish mountains and moors; the grouse's nest and eggs. A keeper acts as patrol and protects the nest from the depredations of a would-be thief. The grouse returns to the nest. A pole-cat attacks the nest to steal the eggs and is trapped by the keeper. The eggs hatch out; close shots of young birds; one is placed on a piece of paper to show up markings. Young dogs are trained to the gun and to act as retrievers. August 12th—they take to the field and at the end of the day the keeper brings home his bag. ,,,"The life history of the Grouse, showing its nest and eggs, hatching of eggs and growth of young ones. The Keeper acts as Patrol, and protects the nest from the depredations of would-be robbers."
The Pond ,SON_0059,1924,Secrets Of Nature,,,Film,silent,19412,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027607,Pond life. (NFA Catalogue),,,,W. P. Pycraft,,,,,,,,for Regent,,,,,"Informative titles introduce shots of the following forms of pond life: leeches, the rat-tailed larvae; the dytiscus beetle; female laying eggs; the eggs hatch; larva emerges; feeds on tadpole. The dragon-fly larva; the fly emerges and flies off over the pond. The pond frozen over in winter.",,,"The calm surface of the pond betrays little of the teeming life beneath, but we see something of this hidden world as we watch the busy lives of the Leech, the Rat-tailed Larva, the Dytiscus Beetle and its offspring, and the ferocious larva of the Dragon-fly."
Tiger Of The Stream ,SON_0060,1924,Secrets Of Nature,,"The Tiger of the Stream, {ike",Film,silent,19419,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150027614,"The pike, and how anglers try to catch them in the winter to protect trout. (NFA Catalogue)",,Oliver G. Pike,,George Southcote,,,,,,,,,,,,,"Views of Wiltshire and Stonehenge and shots of the Avon. The tiger of the stream—the pike, lays in wait to prey upon the trout. Tosave the trout a fisherman gets busy during the winter, using dead fish as bait and is successful in landing a pike. In the summer the Annual Netting Festival takes place and manymore pike are disposed of. The film concludes with a shot ofthe maneating his bag.",,,
Zoo Babies ,SON_0061,1924,Secrets Of Nature,,,Film,silent,330282,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150339873,"Study of young animals. “All babies are attractive, and here at the Zoo are seen tiny fat-tailed Egyptian Mice, little Gerbilles, baby Kangaroos, Alligators, Hippopotami, Sea Lions, a Lion Cub and many other attractive little creatures all still enjoying their ‘cradle days’.” (Synopsis)",,,Jack Parker,W.P. Pycraft,,,,,,,,for Regent,,,,,,,,"All babies are attractive, and here at the Zoo are seen tiny fat-tailed Egyptian Mice, little Gerbilles, baby Kangaroos, Alligators, Hippopotami, Sea Lions, a Lion Cub and many other attractive little creatures all still enjoying their ‘cradle days’."
The Vapourer Moth ,SON_0067,1924,Secrets Of Nature,,Vapourer Moth,Film,silent,19876,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150015207,"INSTRUCTIONAL. The life cycle of the vapourer moth. Eggs on the outside of a cocoon (72); the caterpillar gnawing its way out of the egg (141). The various skin changes are shown (296). The caterpillar making its last meal and looking for a place to change (366); it spins a cocoon (417); where it changes to a chrysalis (548). The female moth emerges a few weeks later (548) and remains on the cocoon, having no wings for flight (561). The male emerges from another cocoon (591), unfurls his wings (645) and picks up the call of the female through his antennae (683). The winged male goes to the female (715), who lays her eggs on the cocoon (750), and dies (780). (NFA Catalogue)",,,,Maxwell Lefroy,,,,,,,,for Regent,,,,,Eggs on the outside of a cocoon; the caterpillar gnaws its way out; the various skin changes are then shown; it makes its last meal and looks for a place to change; it spins a cocoon; inside the cocoon it changes to a chrysalis. The female moth emerges a few weeks later and remains on the cocoon having no wings for flight. The male emerges from another cocoon and picks up the call ofthe female through his antennae. Thewingedmale goes to the female. Shelays her eggs onthecocoon and dies.,,,"This picture shows the life-cycle of the Vapourer Moth: the food and habits of the caterpillar, construction of cocoon, emergence of butterfly, appearance of mate, laying of eggs, and subsequent death of female."
The Dipper ,SON_0062,1925,Secrets Of Nature,,,Film,silent,18721,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024868,"INSTRUCTIONAL. A stream and waterfall swollen by rain are first shown (82) followed by a close shot of the female Dipper on a rock (109). The nest is discovered by a man, whilst the bird watches agitatedly (152); the eggs are seen in close up in the man's hand (172) and are replaced (215). The man con- tinues to observe the nest (253) and shots follow of a newly-born bird in his hand (289) and its restoration to the nest (333). The mother feeds her young (374); the young bird in further stages of development (410) and feeding (497). Shots of the mother and her young in the next (497) followed by shots of a single surviving youngster (532) which is fed by the man whilst the mother watches (599); the youngster at the water's edge (634). A month later, the family have vanished, and the film concludes with shots of children fishing in the stream (673 ft). (Shotlist)",,,Charles Head,W. P. Pycraft,,,,,,,,for Regent,,,,,"A stream and waterfall swollen by rain are shown followed by a close shot ofthe female dipper on a rock. The nest is discovered by a man, whilst the bird watches in a state of agitation; the eggs are seen in close-up in the man's hand and then replaced. The man continues to observe the nest and shots follow of a young bird in his hand and its restoration to the nest. The mother feeds her young; the young bird in further stages of development. The mother and her young in the nest; a single surviving youngster which is fed by the man whilst the mother watches; the youngster at the water's edge. Amonth later the family have vanished, and the film concludes with shots of children fishing in the stream.",,,"The Dipper made her nest in a strange place, hard by a waterfall which the spring rains had rendered torrential. She had five white eggs, but, although she expended the greatest care on them, misfortune overtook them, and after a month’s careful nursing only one baby Dipper survived to find its way down to the water’s edge."
Paws And Claws ,SON_0063,1925,Secrets Of Nature,,,Film,silent,N-9617978,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158062342,"“Nature adapts the limbs of animals to the works they will be required to do. This principle is illustrated by the Lion, the Tiger, Leopard, Giant Ant-Eater, Armadillo, Camel, Rheindeer[sic], Gazelle, Fowl, Chameleon, Otter, Beaver, Penguin, Fruit-Bat, Spider Monkey and Gibbon.” (Synopsis)",,,Jack Parker,,,,,,,,,for Regent,,,,,,,,"Nature adapts the limbs of animals to the works they will be required to do. This principle is illustrated by the Lion, the Tiger, Leopard, Giant Ant-Eater, Armadillo, Camel, Rheindeer[sic], Gazelle, Fowl, Chameleon, Otter, Beaver, Penguin, Fruit-Bat, Spider Monkey and Gibbon."
A Strange Courtship ,SON_0064,1925,Secrets Of Nature,,Strange Courtship,Film,silent,19881,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150015212,The life cycle of the garden spider. (NFA Catalogue),,,,W. P. Pycraft,,,,,,,,for Regent,,,,,The hatching of the eggs of the epeira quadrata (or garden spider) and the emergence of the young spiders to fend for themselves; the female casts her skin and awaits a lover; the male courts her; she weaves a web and lurks in the centre; a fly is captured; she lays her eggs; and dies.,,,"Shows the hatching of the eggs of the Epeira Quadrata (or Garden Spider) and the emergence of the young spiders to fend for themselves. The life-cycle of a female is followed, showing her courtship, method of securing food, laying of eggs, and subsequent death."
